Code,Title1,Title,Name,Des,Tag,Pro,Time,Course,Credit
861801,교양,예술체육,현대사회와 디자인,현대사회의 문제들과 연계해 디자인적 해결방안을 기획하는수업.,"팀플, 기말시험",안소미,"화3,4",2학점,4
861802,교양,예술체육,현대사회와 디자인,현대사회의 디자인과 환경을 이해하는 과정 6가지 요소와 광고기법으로 수업.,"기말시험, 중간시험,발표",조은환,"화6,7",2학점,2.59
861803,교양,예술체육,현대사회와 디자인,현대사회의 디자인과 환경을 이해하는 과정 6가지 요소와 광고기법으로 수업.,"기말시험, 중간시험,발표",조은환,"화8,9",2학점,2.59
930801,교양,예술체육,태권도의이론과 실제,태권도의 기본동작들을 배우는 수업.,"중간시험, 기말시험, 실습",방인주,"월5,6",2학점,4.14
930802,교양,예술체육,태권도의이론과 실제,태권도의 기본동작들을 배우는 수업.,"실습, 중간시험, 기말시험",김보름,"화5,6",2학점,3.9
930803,교양,예술체육,태권도의이론과 실제,태권도의 기본동작들을 배우는 수업.,"실습, 중간시험, 기말시험",김보름,"목3,4",2학점,3.9
930804,교양,예술체육,태권도의이론과 실제,태권도의 기본동작들을 배우는 수업.,"실습, 중간시험, 기말시험",지호철,"수1,2",2학점,0
930901,교양,예술체육,웨이트트레이닝이론과 실제,웨이트트레이닝의 지식을 습득하고 실행 방법을 배우는 수업.,"레포트, 중간시험, 기말시험",이상규,"수2,3",2학점,2.25
930902,교양,예술체육,웨이트트레이닝이론과 실제,웨이트트레이닝의 지식을 습득하고 실행 방법을 배우는 수업.,"레포트, 중간시험, 기말시험",이상규,"수4,5",2학점,2.25
931001,교양,예술체육,아이디어와문화콘텐츠,아이디어 콘텐츠로 결과물을 도출해 공모전 제출하는 수업.,"발표, 팀플, 기말시험",이혜자,"수5,6",2학점,2.03
931101,교양,예술체육,유튜버와영상제작,영상 편집하는 방법부터 나의 아이디어를 공개하는 수업.,"촬영,팀플",이은화,"화3,4",2학점,4.86
931201,교양,예술체육,창작곡과유튜브,음악적 표현의 작곡 기초와 디지털 미디어제작의 전반을 학습하는 수업.,"팀플, 공연",이은화,"수5,6",2학점,4.95
931202,교양,예술체육,창작곡과유튜브,음악적 표현의 작곡 기초와 디지털 미디어제작의 전반을 학습하는 수업.,"팀플, 공연",이은화,"수7,8",2학점,4.95
962801,교양,예술체육,공연예술의 이해와 참여,공연을 통해 문화예술을 이해하며 경험을 통해 서로 교류하며 소통을 하는 수업.,기말시험,김제영,"수5,6",2학점,4.2
962802,교양,예술체육,공연예술의 이해와 참여,공연을 통해 문화예술을 이해하며 경험을 통해 서로 교류하며 소통을 하는 수업.,기말시험,김제영,"수7,8",2학점,4.2
3018201,교양,자연과학,전쟁과무기체계,무기체계의 발전이 전쟁의 승리에 미친영향과 4차산업이 무기체계발전에 어떤 영향을 미칠지 알아보는 수업.,"레포트,기말시험",황선남,"화3,4",2학점,3
3003702,교양,자연과학,생활습관의학과전인건강,인체와 운동에 대한 내용을 통해 건강에 대해 탐구하는 수업.,"중간시험, 기말시험",강정현,"목7,8",2학점,4.8
860201,교양,자연과학,생활속의수학,수학과 실생활과의 관계를 탐구하고 수학의 유용성을 확인하는 수업.,"중간시험, 기말시험",이용훈,사,2학점,4.46
860202,교양,자연과학,생활속의수학,수학과 실생활과의 관계를 탐구하고 수학의 유용성을 확인하는 수업.,"중간시험, 기말시험",이용훈,사,2학점,4.46
860301,교양,자연과학,지구의탐구,"지구관,지구탐구,기후변화,천문학내용을 흥미롭고 쉽게 이해하게 구성한 수업.","중간시험, 기말시험, 보고서",윤정희,사,2학점,4
860302,교양,자연과학,지구의탐구,"지구관,지구탐구,기후변화,천문학내용을 흥미롭고 쉽게 이해하게 구성한 수업.","중간시험, 기말시험, 보고서",윤정희,사,2학점,4
860401,교양,자연과학,자연과인간,"환경에 대한 기본개념과 인간,자연의 관계, 생태계전반을 탐구하는 수업.","팀플, 중간시험, 기말시험, 발표, 레포트 ",전인수,"화5,6",2학점,3.31
860601,교양,자연과학,천문학과우주의이해,교양수준의 기본적인 천문학 지식습득과 원리이해를 기반으로 하는수업.,"기말시험, 과제",이성진,"수5,6",2학점,3.25
860602,교양,자연과학,천문학과우주의이해,교양수준의 기본적인 천문학 지식습득과 원리이해를 기반으로 하는수업.,기말시험,정연철,"수2,3",2학점,0
860603,교양,자연과학,천문학과우주의이해,교양수준의 기본적인 천문학 지식습득과 원리이해를 기반으로 하는수업.,기말시험,정연철,"수5,6",2학점,0
860701,교양,자연과학,환경과기술,"생태계변화에 따른 영향, 생활환경에 밀접한 오염의 영향을 배우고 적절한 대책을 배우는 수업.","중간시험, 기말시험, 레포트, 발표, 팀플",전인수,"수5,6",2학점,3
860801,교양,자연과학,4차산업혁명의이해,4차산업혁명의 기본적인 개념과 핵심기술에 대해 배우고 산업혁명이 사회에 어떤 영향을 끼치는지 알아보는 수업.,"중간시험, 기말시험,레포트",이용태,수3,2학점,4.5
860901,교양,자연과학,현대인과영양,"영양소의 기능, 영양소가 몸에 미치는 영향, 질병과의 상관관계를 학습하고 실생활에 적용할수있게하는 수업.","중간시험, 기말시험, 팀플, 레포트",박강현,수7,2학점,2.75
860902,교양,자연과학,현대인과영양,"영양소의 기능, 영양소가 몸에 미치는 영향, 질병과의 상관관계를 학습하고 실생활에 적용할수있게하는 수업.","중간시험, 기말시험, 팀플, 레포트",박강현,목6,2학점,2.75
860903,교양,자연과학,현대인과영양,"영양소의 기능, 영양소가 몸에 미치는 영향, 질병과의 상관관계를 학습하고 실생활에 적용할수있게하는 수업.","기말시험,개인프로젝트, 발표",박정숙,화3,2학점,4.57
860904,교양,자연과학,현대인과영양,"영양소의 기능, 영양소가 몸에 미치는 영향, 질병과의 상관관계를 학습하고 실생활에 적용할수있게하는 수업.","기말시험,개인프로젝트, 발표",박정숙,화4,2학점,4.57
861001,교양,자연과학,현대인과영양,"생명체의 기능에 대해학습하고, 생명현상을 이해해 건강한 삶의 기초를 다짐과 동시에 생명과학을 활용할 수 있는 토대를 마련해보는 수업.","중간시험, 기말시험",문성채,"월5,6",2학점,3.95
861002,교양,자연과학,현대인과영양,"생명체의 기능에 대해학습하고, 생명현상을 이해해 건강한 삶의 기초를 다짐과 동시에 생명과학을 활용할 수 있는 토대를 마련해보는 수업.","중간시험, 기말시험",문성채,"월7,8",2학점,3.95
861101,교양,자연과학,보건학,보건관련 전문 종사자로서 요구되는 지식과 기술의 전문성함양과 영량 증진에 도움이 되는 수업.,"중간시험, 기말시험",박혜원,"수6,7",2학점,4.53
963201,교양,자연과학,인공지능,인공지능 특성에 대해 이해하고 현대인의 삶에 어떤 영향을 미치는지 알아보고 인공지능에 대해 토의해보는 수업.,"중간시험, 기말시험, 퀴즈",홍경호,"목6,7,8",3학점,4.38
293601,교양,인문사회,문학의 이해,문학의 원론적이해를 통해 문학으로 생각한다는 틀을 배운다.,"중간시험, 기말시험",권윤경,사,2학점,4.5
293602,교양,인문사회,문학의 이해,문학의 원론적이해를 통해 문학으로 생각한다는 틀을 배운다.,"중간시험, 기말시험",권윤경,사,2학점,4.5
293603,교양,인문사회,문학의 이해,문학을 감상하는 능력을 키운다,"중간시험, 기말시험",문광헌,화4.5,2학점,3.61
293604,교양,인문사회,문학의 이해,문학을 감상하는 능력을 키운다,"중간시험, 기말시험",문광헌,화6.7,2학점,3.61
293605,교양,인문사회,문학의 이해,문학을 통해 근대의 시대상을 이해하고 근대의 형성을 파학한다.,"중간시험, 기말시험, 과제",임성규,화3/사,2학점,2.25
297301,교양,인문사회,세계의 민속문화,지구촌 사회의 구성원들이 다양한 민속 문화를 이해하고 습득한다.,"팀플, 발표",김은홍,목2/사,2학점,2.54
298401,교양,인문사회,한국사상과 문화,"창의적,학습자 주도의 한국사상과 문화에 인식을 키워나간다.","개인프로젝트, 과제",이승준,수3.4,2학점,2.93
298402,교양,인문사회,한국사상과 문화,"창의적,학습자 주도의 한국사상과 문화에 인식을 키워나간다.","개인프로젝트, 과제",이승준,목3.4,2학점,2.93
302301,교양,인문사회,여성학,"여성학을 통해 나와 타인,사회를 이해하는 관점을 갖는다.","퀴즈, 보고서, 발표, 팀플",정의솔,화5.6,2학점,4.83
302302,교양,인문사회,여성학,"여성학을 통해 나와 타인,사회를 이해하는 관점을 갖는다.","퀴즈, 보고서, 발표, 팀플",정의솔,화7.8,2학점,4.83
304301,교양,인문사회,생활과 법률,각자에 법에 대한 최소한의 소향을 갖는다.,"중간시험, 기말시험, 과제",이우진,화2/사,2학점,4.83
349701,교양,인문사회,한국사탐방,학습자 주도의 한국사 인식과 소통능력을 키워나간다.,"팀플, 발표",이승준,화3.4,2학점,2.79
407701,교양,인문사회,그림으로 심리읽기,다양한 심리를 이론과 그림으로 설명하여 이해해나간다.,"중간시험, 그림실기",송춘의,월3.4,2학점,3.33
408701,교양,인문사회,알기쉬운 정치경제,국내외 및 세계의 정치와 경제가 작동하는 방식을 설명할 수 있다.,"중간시험, 기말시험, 과제, 레포트","유준석,이경호",화8/사,2학점,3
408702,교양,인문사회,알기쉬운 정치경제,국내외 및 세계의 정치와 경제가 작동하는 방식을 설명할 수 있다.,"중간시험, 기말시험, 과제, 레포트","유준석,이경호",화8/사,2학점,3
420101,교양,인문사회,국가안보론,국가안보에 관련된 주요 개념들에 대해 이해한다.,"중간시험, 기말시험",황선남,월3.4,2학점,3.84
420201,교양,인문사회,전쟁사,"전쟁에 대한 고찰,전쟁영웅에 대해 알아갈 수 있다.","레포트, 팀플, 발표",구재서,금3.4,2학점,4.56
420202,교양,인문사회,전쟁사,"전쟁에 대한 고찰,전쟁영웅에 대해 알아갈 수 있다.","레포트, 팀플, 발표",구재서,금5.6,2학점,4.56
428001,교양,인문사회,소수집단의 이해와 지원,우리사회의 균형발전과 지속가능성에 대해 탐구한다.,"중간시험, 기말시험, 팀플, 발표, 레포트 ",박현정,수2.3,2학점,4.5
428002,교양,인문사회,소수집단의 이해와 지원,우리사회의 균형발전과 지속가능성에 대해 탐구한다.,"중간시험, 기말시험, 팀플, 발표, 레포트 ",박현정,수4.5,2학점,4.5
516201,교양,인문사회,생명과 죽음의 이해,서양 고전 읽기를 통해 생명과 죽음에 대해 이해한다.,"팀플, 중간시험, 기말시험,과제",허정환,수2.3,2학점,4.27
516202,교양,인문사회,생명과 죽음의 이해,서양 고전 읽기를 통해 생명과 죽음에 대해 이해한다.,"팀플, 중간시험, 기말시험,과제",허정환,수5.6,2학점,4.27
607201,교양,인문사회,천안의 이해,지역사회발전을 도모하는 사회적 책무성을 제고할 수 있다.,"현장실습, 과제",이승원,화5.6,2학점,4.65
728101,교양,인문사회,진로탐색과 미래설계,자기이해를 바탕으로 자신에게 적합한 다양한 진로를 탐색한다.,"팀플, 발표",김인기,수6.7,2학점,4.41
728102,교양,인문사회,진로탐색과 미래설계,자기이해를 바탕으로 자신에게 적합한 다양한 진로를 탐색한다.,"팀플, 발표",김인기,목3.4,2학점,4.41
728103,교양,인문사회,진로탐색과 미래설계,자기이해를 바탕으로 자신에게 적합한 다양한 진로를 탐색한다.,"팀플, 발표",김인기,목5.6,2학점,4.41
728104,교양,인문사회,진로탐색과 미래설계,수립한 진로목표에 적합한 직무와 인성역량을 키운다.,"팀플, 발표",박영진,화3.4,2학점,2.62
728105,교양,인문사회,진로탐색과 미래설계,미래 삶의 질적 향상을 위해 진로목표를 수립한다.,"팀플, 발표",이연복,목3.4,2학점,4.76
728201,교양,인문사회,성공취업실전,자기이해를 바탕으로 스토리텔링을 할 수 있다.,"팀플, 발표",김인기,"수8,9",2학점,4.53
728202,교양,인문사회,성공취업실전,자기이해를 바탕으로 스토리텔링을 할 수 있다.,"팀플, 발표",김인기,목7.8,2학점,4.53
728203,교양,인문사회,성공취업실전,"자신의 희망직무를 분석할 수 있고,직무와 매칭할 수 있다.",팀플,박영진,화5.6,2학점,2.1
728204,교양,인문사회,성공취업실전,역량중심 포트폴리오를 통해 취업능력을 향상시킬 수 있다.,"팀플, 과제",박종석,수3.4,2학점,4.33
728205,교양,인문사회,성공취업실전,역량중심 포트폴리오를 통해 취업능력을 향상시킬 수 있다.,"팀플, 과제",박종석,수5.6,2학점,4.33
857301,교양,인문사회,인간심리와 행동,인간행동에 대한 올바른 이해와 원만한 이해를 공부한다.,"중간시험, 기말시험, 팀플",최혜란,월3.4,2학점,2.21
857401,교양,인문사회,한국문화유산의 이해,한국의 역사에 잘못된 편견을 수정하고 재조명한다.,"중간시험, 기말시험",전상옥,금1.2,2학점,2.71
857402,교양,인문사회,한국문화유산의 이해,한국의 역사에 잘못된 편견을 수정하고 재조명한다.,"중간시험, 기말시험",전상옥,금3.4,2학점,2.71
857501,교양,인문사회,인간과 윤리,인간 이해를 통해 윤리적 삶을 알게한다.,"중간시험, 기말시험, 팀플",황보갑,수2.3,2학점,2.42
857502,교양,인문사회,인간과 윤리,인간 이해를 통해 윤리적 삶을 알게한다.,"중간시험, 기말시험, 팀플",황보갑,수4.5,2학점,2.42
857601,교양,인문사회,현대인의 삶과 철학,현대철학에 대한 전반적인 이해와 삶의 문제에로의 적용한다.,"중간시험, 기말시험, 레포트",이장형,화2.3,2학점,4.65
857602,교양,인문사회,현대인의 삶과 철학,현대철학에 대한 전반적인 이해와 삶의 문제에로의 적용한다.,"중간시험, 기말시험, 레포트",이장형,화4.5,2학점,4.65
857701,교양,인문사회,문화인류학의 이해,인간이 만들고 공유하고있는 인류의 문화에 대한 이해력을 높힌다.,"중간시험, 기말시험",윤영조,목3.4,2학점,3.5
857702,교양,인문사회,문화인류학의 이해,인간이 만들고 공유하고있는 인류의 문화에 대한 이해력을 높힌다.,"중간시험, 기말시험",윤영조,화3.4,2학점,3.5
857801,교양,인문사회,세계의 신화와 문화,다양한 문화적 신화를 이해함으로써 인류의 대한 소통을 증진한다.,"팀플, 발표, 기말시험",이혜자,화5.6,2학점,1.67
857901,교양,인문사회,문화현상의 철학적 이해,문화 개념의 기원 및 그 변천의 사상사적 맥락에 조망할 수 있다.,"중간시험, 기말시험, 발표 , 팀플",이선우,목5.6,2학점,3.5
857902,교양,인문사회,문화현상의 철학적 이해,문화 개념의 기원 및 그 변천의 사상사적 맥락에 조망할 수 있다.,"중간시험, 기말시험, 발표 , 팀플",이선우,목7.8,2학점,3.5
858001,교양,인문사회,동양철학의 이해,동양철학에서 배운 지식과 지혜를 전공지식에 적용 할 수 있다.,"중간시험, 기말시험, 퀴즈, 팀플",이승원,월6/사,2학점,3.57
858002,교양,인문사회,동양철학의 이해,동아시아 학술 사상의 주류를 이해할 수 있다.,"팀플, 발표",민경삼,월3/사,2학점,4.26
858101,교양,인문사회,서양철학의 이해,철학사적 고찰을 통해 철학적 시대별 차이점 구분할 수 있다.,"중간시험, 기말시험",허정환,목2.3,2학점,4.6
858201,교양,인문사회,인문학과의 만남,인문학을 통해 실제로 찾아오는 문제를 바르게 인식할 수 있다.,과제,강태평,수8.9,2학점,4.22
858301,교양,인문사회,고전산책,<논어>를 통해 인간 본성에 대한 깊은 성찰을 시도한다.,"중간시험, 기말시험",이종구,화5.6,2학점,1.6
858302,교양,인문사회,고전산책,<논어>를 통해 인간 본성에 대한 깊은 성찰을 시도한다.,"중간시험, 기말시험",이종구,화7.8,2학점,1.6
858303,교양,인문사회,고전산책,고전을 통해 인문학 감수성을 강화하여 나와 고전의 관계성을 구축한다.,"중간시험, 기말시험, 레포트",권윤경,화4/사,2학점,4.61
858501,교양,인문사회,글로벌시대의 다문화교육,다문화사회에서 공존의 의미를 이해할 수 있다.,기말시험,이화정,수7.8,2학점,3.4
858502,교양,인문사회,글로벌시대의 다문화교육,글로벌 시대의 지구촌 세계 각국의 이질적인 문화와 그 유래를 살펴본다.,"기말시험, 쪽지시험",김동욱,수7/사,2학점,1.5
858601,교양,인문사회,경제학의 이해,경제학적인 냉철한 판단의식과 논리적인 사고를 배양한다.,"중간시험, 기말시험, 레포트",남정우,수2.3,2학점,4.38
858602,교양,인문사회,경제학의 이해,"시장 작동원리,기업활동 등 전공교과목을 배울 수 있는 기초를 세운다.","중간시험, 기말시험",윤종인,월5/사,2학점,4.69
858701,교양,인문사회,시장과 경제,자본주의의 이상과 현실에 대한 내용을 배운다.,"레포트, 기말시험",이경락,화2/사,2학점,4.52
858702,교양,인문사회,시장과 경제,자본주의의 이상과 현실에 대한 내용을 배운다.,"레포트, 기말시험",이경락,화3/사,2학점,4.52
858703,교양,인문사회,시장과 경제,"주식수익률에 대한 과거,현재,미래에 대해 학습한다.","레포트, 기말시험",박성민,월7/사,2학점,3.41
858704,교양,인문사회,시장과 경제,"주식수익률에 대한 과거,현재,미래에 대해 학습한다.","레포트, 기말시험",박성민,화3/사,2학점,3.41
858705,교양,인문사회,시장과 경제,"주식수익률에 대한 과거,현재,미래에 대해 학습한다.","레포트, 기말시험",박성민,화4/사,2학점,3.41
858706,교양,인문사회,시장과 경제,일상생활속 경험하는 경제현상들을 분석할 수 있다.,"중간시험, 기말시험",최선기,수2/사,2학점,3.5
858707,교양,인문사회,시장과 경제,일상생활속 경험하는 경제현상들을 분석할 수 있다.,"중간시험, 기말시험",최선기,수3/사,2학점,3.5
858801,교양,인문사회,현대사회와 범죄,범죄에 대한 올바른 이해를 도모하고 비판적으로 고찰할 수 있다.,"중간시험, 기말시험",차훈진,수7/사,2학점,3.75
858901,교양,인문사회,정치와 사회,우리나라 정치와 사회제도 및 사회현상을 이해할 수 있다.,"중간시험, 기말시험",유준석,화3.4,2학점,3.48
858902,교양,인문사회,정치와 사회,우리나라 정치와 사회제도 및 사회현상을 이해할 수 있다.,"중간시험, 기말시험",유준석,화5.6,2학점,3.48
859001,교양,인문사회,청년발달과 자기이해,청소년기 발달과업을 학습함으로써 대인관계 역량을 늘릴 수 있다.,"팀플, 기말시험",배라영,월2.3,2학점,5
859002,교양,인문사회,청년발달과 자기이해,청소년기 발달과업을 학습함으로써 대인관계 역량을 늘릴 수 있다.,"팀플, 기말시험",배라영,월4.5,2학점,5
859101,교양,인문사회,저출산고령화 사회의 이해와 과제,저출산 고령화 현상과 관련된 주요개념을 이해한다.,"기말시험, 레포트",조은미,수4.5,2학점,3.2
859102,교양,인문사회,저출산고령화 사회의 이해와 과제,저출산 고령화 현상과 관련된 주요개념을 이해한다.,"기말시험, 레포트",조은미,수6.7,2학점,3.2
859201,교양,인문사회,관광의 역사와 문화,관광과 관광경영에 대해 이론적으로 정리하고자 한다.,"중간시험, 기말시험",박슬기,화2/사,2학점,5
859202,교양,인문사회,관광의 역사와 문화,관광의 역기능을 인식하고 그원인들을 발견할 수 있다.,기말시험,송근석,수5/사,2학점,2.71
859203,교양,인문사회,관광의 역사와 문화,관광의 역기능을 인식하고 그원인들을 발견할 수 있다.,기말시험,송근석,목5/사,2학점,2.71
859204,교양,인문사회,관광의 역사와 문화,관광의 역기능을 인식하고 그원인들을 발견할 수 있다.,기말시험,송근석,목6/사,2학점,2.71
859301,교양,인문사회,북한사회의 이해,북한 사회에 대한 가장 최근의 동향에 대해 학습한다.,"팀플, 발표, 레포트",임헌만,수5.6,2학점,2.75
859302,교양,인문사회,북한사회의 이해,북한 사회에 대한 가장 최근의 동향에 대해 학습한다.,"팀플, 발표, 레포트",임헌만,수7.8,2학점,2.75
859401,교양,인문사회,동양사 이해,문화 형성과 발전등을 살펴보며 아시아에 대해 이해할 수 있다.,"중간시험, 기말시험",장영수,화4/사,2학점,4.46
859402,교양,인문사회,동양사 이해,문화 형성과 발전등을 살펴보며 아시아에 대해 이해할 수 있다.,"중간시험, 기말시험",장영수,목4/사,2학점,4.46
859501,교양,인문사회,서양사 이해 ,"글로벌환경을 이해하고,오늘날의 문제를 인식하는 영향을 갖춥니다.",기말시험,김종희,화2/사,2학점,4.25
859502,교양,인문사회,서양사 이해 ,"글로벌환경을 이해하고,오늘날의 문제를 인식하는 영향을 갖춥니다.",기말시험,김종희,화3/사,2학점,4.25
859601,교양,인문사회,인간발달과 교육,평생에 걸친 인간 발달의 개념을 정립한다.,중간시험,이유나,월7/사,2학점,5
859602,교양,인문사회,인간발달과 교육,생애주기별 발달의 특징과 교육적 시사점을 설명할 수 있다.,"개인프로젝트, 중간시험",금혜진,수4.5,2학점,3.5
859701,교양,인문사회,도시재생과 관광,도시 재생에 문제점을 파악하고 대안 도출 밑 팀워크 능력을 향상한다.,기말시험,윤지현,화3/사,2학점,4.28
859702,교양,인문사회,도시재생과 관광,도시재생에서 가장 많이 활용되는 관광자원이 무엇인지 학습한다.,"과제, 발표, 현장실습",이웅규,화7/사,2학점,4
859801,교양,인문사회,사회적 경제의 이해와 지역사회,사회적경제의 기초 개념에 대해서 이해한다.,"중간시험, 기말시험, 개인프로젝트, 발표",김춘광,수7/사,2학점,3.5
859901,교양,인문사회,인권바로알기,인권문제에 따른 갈등과 분쟁해결능력을 기를 수 있다.,"기말시험, 중간시험,과제",김영규,수1.2,2학점,4.27
859902,교양,인문사회,인권바로알기,인권개념에 대한 올바른 이해를 갖게한다.,"기말시험, 중간시험,과제",유준석,수1.2,2학점,3.33
927201,교양,인문사회,세계문화사,"창의적,학습자 주도,선수 주도의 세계문화 역사인식을 키워나간다.",과제,이승준,수1.2,2학점,3
927202,교양,인문사회,세계문화사,"창의적,학습자 주도,선수 주도의 세계문화 역사인식을 키워나간다.",과제,이승준,목1.2,2학점,3
930501,교양,인문사회,인성과기업가정신,생활속 창의적 아이디어 발굴 및 융합적 사고 능력을 개발한다.,"팀플, 기말시험, 봉사",권오영,월6.7,2학점,3.07
930502,교양,인문사회,인성과기업가정신,생활속 창의적 아이디어 발굴 및 융합적 사고 능력을 개발한다.,"팀플, 기말시험, 봉사",권오영,월4.5,2학점,3.07
930601,교양,인문사회,인성과세계시민질서,세계시민질서 정신의 함양을 위한 인성 개발을 다룬다.,"팀플, 발표, 중간시험, 기말시험, 봉사",장진수,화6.7,2학점,2.4
930602,교양,인문사회,인성과세계시민질서,세계시민질서 정신의 함양을 위한 인성 개발을 다룬다.,"팀플, 발표, 중간시험, 기말시험, 봉사",장진수,화8.9,2학점,2.4
958501,교양,인문사회,유관순학,유관순열사를 중심으로 3.1운동의 배경을 파악하고 독립정신을 세계에 널리 알리고자 한다.,패논패,박종선,수5.6,2학점,4.98
962901,교양,인문사회,성평등바로알기,성평등한 사회문화 성형과 성평등 사회 일원으로서의 역량 함량을 목표한다.,"레포트, 중간시험, 기말시험",나달숙,화5/사,2학점,3.62
963001,교양,인문사회,언어와 문화간 의사소통,언어 전반에 걸친 언어의 특성에 대해 공부한다.,"팀플, 발표, 기말시험",배진영,수7.8,2학점,5
963002,교양,인문사회,언어와 문화간 의사소통,언어의 보편성에 대해 이해하고 설명할 수 있다.,"팀플, 발표, 기말시험",이남희,화7.8,2학점,4.78
963101,교양,인문사회,키워드로 본 현대한국사회,키워드로 본 현대한국사회의 전반적 이해를 할 수 있다.,"중간시험, 기말시험",한정수,월5/사,2학점,3.5
964401,교양,인문사회,커뮤니케이션의이해,자신의 의사를 말과 문서로 정확히 전달할 수 있다.,"과제, 기말시험",배종각,금1/사,2학점,2.64
964402,교양,인문사회,커뮤니케이션의이해,자신의 의사를 말과 문서로 정확히 전달할 수 있다.,"과제, 기말시험",배종각,금3/사,2학점,2.64
964501,교양,인문사회,4차산업시대의커뮤니케이션,4차산업시대의 이론과 정의를 이해할 수 있다.,"중간시험, 기말시험",정수환,월7/사,2학점,2.33
964502,교양,인문사회,4차산업시대의커뮤니케이션,4차산업시대의 이론과 정의를 이해할 수 있다.,"중간시험, 기말시험",정수환,월8/사,2학점,2.33
964601,교양,인문사회,언어와인간소통,인간이 가진 언어의 특징과 비언어의 특징에 대해 학습한다.,"중간시험, 기말시험",최진희,목5.6,2학점,3.74
969401,교양,인문사회,충남학,충남의 역사문화에 대한 교육을 통해 지역학으로 충남학을 이해할 수 있다.,"실습, 과제",강기정,화7.8,2학점,3.75
969601,교양,인문사회,포스트휴먼시대와 인간,우리가 살고있는 크고작은 공동체속에서 진정한 인간성을 가진 사람을 목표로한다.,"중간시험, 기말시험, 팀플, 발표, 과제",김완종,사이버,2학점,5
969602,교양,인문사회,포스트휴먼시대와 인간,우리가 살고있는 크고작은 공동체속에서 진정한 인간성을 가진 사람을 목표로한다.,"중간시험, 기말시험, 팀플, 발표, 과제",김완종,사이버,2학점,5
976401,교양,인문사회,인류공동유산의이해와보존,문화유산을 보존해야하는 이유가 가치에 대해 학습한다.,"중간시험, 기말시험",정수환,목7/사,2학점,4
976402,교양,인문사회,인류공동유산의이해와보존,문화유산을 보존해야하는 이유가 가치에 대해 학습한다.,"중간시험, 기말시험",정수환,목8/사,2학점,4
3003601,교양,인문사회,미래사회와 과학기술,급변하는사회에서 발생하는 여러가지 이슈들에 대해 방향성을 제시해본다.,기말시험,조용철,사이버,2학점,4.5
3017901,교양,인문사회,정신건강의 이해,"인간과 정신건강, 이상심리등의 개념에 대해 공부한다.","중간시험, 기말시험",박명옥,수6,2학점,4.75
3018101,교양,인문사회,국제관계와 질서,다양한 국제관계속에서 적용되는 국제규범과 질서를 공부한다.,"중간시험, 기말시험",이우진,월2,2학점,5
3018102,교양,인문사회,국제관계와 질서,국제관계에서 발생하는 사건들이 우리에 미치는 영향을 조사한다,"중간시험, 기말시험, 레포트",유현선,목7.8,2학점,4
154701,전공,멀티미디어학전공,이산수학,컴퓨터 공학의 이해를 높히고 논리적 사고를 배양한다.,"중간시험,기말시험,과제",최미영,"수2,3/사",3학점,4.66
154702,전공,멀티미디어학전공,이산수학,컴퓨터 공학의 이해를 높히고 논리적 사고를 배양한다.,"중간시험,기말시험,과제",최미영,"수4,5/사",3학점,4.66
367002,전공,멀티미디어학전공,C언어프로그래밍,C언어 문법을 이해하고 다양한 프로그래밍을 개발할 수 있도록 학습한다.,"C언어,중간시험,기말시험,과제",구미순,"월7,8,9/사",3학점,3.5
367003,전공,멀티미디어학전공,C언어프로그래밍,C언어 문법을 이해하고 다양한 프로그래밍을 개발할 수 있도록 학습한다.,"C언어,중간시험,기말시험,과제",구미순,"화7,8,9/사",3학점,3.5
367004,전공,멀티미디어학전공,C언어프로그래밍,C언어 문법을 익혀서 다양한 응용 프로그램을 개발 할 수 있다.,"C언어,팀플,기말시험,실습",이승화,수1.2.3/사,3학점,4.73
367005,전공,멀티미디어학전공,C언어프로그래밍,"C언어의 특징과 설계, 코딩방법에 대해 배운다.","C언어,팀플",김귀정,"월4,5,6/사",3학점,4.27
367006,전공,멀티미디어학전공,C언어프로그래밍,"C언어의 특징과 설계, 코딩방법에 대해 배운다.","C언어,팀플",김귀정,"목4,5,6/사",3학점,4.27
948101,전공,멀티미디어학전공,파이썬 프로그래밍,파이썬 프로그래밍을 이용하여 IT분야 개발 능력을 배양한다.,"파이썬,중간시험,기말시험",홍경호,"수1,2,3/사",3학점,2.33
948102,전공,멀티미디어학전공,파이썬 프로그래밍,파이썬 언어를 사용하여 기본적인 문제해결 코딩을 할 수 있다.,"파이썬,중간시험,기말시험",김동우,목1.2.3/사,3학점,3.33
948104,전공,멀티미디어학전공,파이썬 프로그래밍,파이썬 문법을 익혀서 문제해결을 위한 프로그램을 설계한다.,"파이썬,중간시험,기말시험",구미순,"목7,8,9/사",3학점,4.6
218601,전공,멀티미디어학전공,자료구조론,다양한 자료구조를 C언어로의 구현 능력 배양,"C언어,중간시험,기말시험,과제",이성훈,"수1,2/사",3학점,3.25
218602,전공,멀티미디어학전공,자료구조론,다양한 자료구조를 C언어로의 구현 능력 배양,"C언어,중간시험,기말시험,과제",이성훈,"화6,7/사",3학점,3.25
218603,전공,멀티미디어학전공,자료구조론,다양한 자료구조를 C언어로의 구현 능력 배양,"C언어,중간시험,기말시험,과제",이성훈,"월5,6/사",3학점,3.25
